name,WKT
Starbucks,POINT (-118.79961 34.27292)
Starbucks,POINT (-119.07585 35.44073)
Starbucks,POINT (-123.08708 45.52)
Starbucks,POINT (-87.66034 41.92505)
Starbucks,POINT (-111.94088 40.58905)
Starbucks,POINT (-121.45838 38.4957)
Starbucks,POINT (-123.25135 44.58716)
Starbucks,POINT (-117.22055 47.65639)
Starbucks,POINT (-81.42421 28.36607)
Starbucks,POINT (-85.99601 40.03568)
Starbucks,POINT (-81.30678 28.43137)
Starbucks,POINT (-117.91467 33.81772)
Starbucks,POINT (-86.49852 39.16578)
Starbucks,POINT (-115.4995 32.6807)
Starbucks,POINT (-76.39185 37.04174)
Starbucks,POINT (-117.96422 34.08482)
Starbucks,POINT (-75.23442 39.99638)
Starbucks,POINT (-90.01428 35.13676)
Starbucks,POINT (-75.31267 45.27022)
Starbucks,POINT (-96.80081 32.81531)
Starbucks,POINT (-71.06288 42.32887)
Starbucks,POINT (-99.18193 19.46377)
Starbucks,POINT (-84.32978 30.50263)
Starbucks,POINT (-111.98474 40.78511)
Starbucks,POINT (-73.97747 40.57561)
Starbucks,POINT (-118.30013 33.90169)
Starbucks,POINT (-123.07001 44.04679)
Starbucks,POINT (-88.26526 42.69204)
Starbucks,POINT (-112.07042 33.63899)
Starbucks,POINT (-84.10542 39.69758)
Starbucks,POINT (-83.59835 41.54529)
Starbucks,POINT (-81.52258 40.76803)
Starbucks,POINT (-122.62763 45.44393)
Starbucks,POINT (-122.33698 48.4518)
Starbucks,POINT (-110.96846 32.23615)
Starbucks,POINT (-80.1702 26.45431)
Starbucks,POINT (-117.36735 47.60086)
Starbucks,POINT (-96.7866 43.60348)
Starbucks,POINT (-122.91495 45.49975)
Starbucks,POINT (-87.63488 41.91129)
Starbucks,POINT (-88.41355 42.59177)
Starbucks,POINT (-118.33342 33.94809)
Starbucks,POINT (-117.21631 32.73706)
Starbucks,POINT (-97.03439 32.88781)
Starbucks,POINT (-122.74162 38.44654)
Starbucks,POINT (-85.64995 30.22076)
Starbucks,POINT (-81.14124 34.06812)
Starbucks,POINT (-122.10478 37.89514)
Starbucks,POINT (-103.42272 20.65749)
Starbucks,POINT (-78.87366 42.90108)
Starbucks,POINT (-93.35716 45.12432)
Starbucks,POINT (-73.07957 41.34214)
Starbucks,POINT (-122.29243 47.11873)
Starbucks,POINT (-118.1536 34.01912)
Starbucks,POINT (-71.12352 42.35272)
Starbucks,POINT (-84.26262 39.56312)
Starbucks,POINT (-84.12276 33.35392)
Starbucks,POINT (-74.94513 40.23481)
Starbucks,POINT (-82.35529 28.17319)
Starbucks,POINT (-76.76138 37.27129)
Starbucks,POINT (-98.20801 19.02753)
Starbucks,POINT (-118.50182 34.02701)
Starbucks,POINT (-117.95637 33.72914)
Starbucks,POINT (-73.97522 40.7523)
Starbucks,POINT (-71.42433 42.09065)
Starbucks,POINT (-83.06035 42.24974)
Starbucks,POINT (-115.28769 36.15947)
Starbucks,POINT (-112.44269 42.8625)
Starbucks,POINT (-78.93862 42.90592)
Starbucks,POINT (-87.86608 41.90835)
Starbucks,POINT (-77.13327 38.80468)
Starbucks,POINT (-95.20371 29.66449)
Starbucks,POINT (-122.35134 40.5726)
Starbucks,POINT (-121.9621 49.15483)
Starbucks,POINT (-92.3874 35.0785)
Starbucks,POINT (-121.65823 36.71807)
Starbucks,POINT (-87.65929 45.07833)
Starbucks,POINT (-87.68296 30.30318)
Starbucks,POINT (-80.29882 36.14562)
Starbucks,POINT (-84.29423 33.24502)
Starbucks,POINT (-89.12902 41.36209)
Starbucks,POINT (-96.75395 32.81249)
Starbucks,POINT (-116.26726 33.68663)
Starbucks,POINT (-76.32295 40.07507)
Starbucks,POINT (-118.46635 34.25838)
Starbucks,POINT (-82.89917 39.85312)
Starbucks,POINT (-83.15732 42.12975)
Starbucks,POINT (-111.89618 40.4309)
Starbucks,POINT (-72.59473 41.70666)
Starbucks,POINT (-74.35767 40.71712)
Starbucks,POINT (-75.65061 40.26226)
Starbucks,POINT (-83.10993 42.56454)
Starbucks,POINT (-97.39935 32.70982)
Starbucks,POINT (-90.25379 29.99389)
Starbucks,POINT (-86.57724 39.1461)
Starbucks,POINT (-151.07079 60.48398)
Starbucks,POINT (-85.0968 34.99814)
Starbucks,POINT (-84.3623 33.8484)
Starbucks,POINT (-88.07548 44.47075)
Starbucks,POINT (-87.63262 41.88292)
Starbucks,POINT (-88.11402 42.11008)
Starbucks,POINT (-81.66465 30.31654)
Starbucks,POINT (-97.67782 30.64963)
Starbucks,POINT (-122.41688 37.63654)
Starbucks,POINT (-96.7669 46.84984)
Starbucks,POINT (-88.12228 41.70479)
Starbucks,POINT (-106.26716 31.79324)
Starbucks,POINT (-117.1785 33.57457)
Starbucks,POINT (-83.05058 42.33183)
Starbucks,POINT (-84.16304 39.60686)
Starbucks,POINT (-123.1273 49.19648)
Starbucks,POINT (-87.55858 41.56801)
Starbucks,POINT (-118.4737 34.02715)
Starbucks,POINT (-122.03303 47.5832)
Starbucks,POINT (-122.15075 47.445)
Starbucks,POINT (-76.81868 39.25148)
Starbucks,POINT (-82.49928 27.91995)
Starbucks,POINT (-80.17641 35.34406)
Starbucks,POINT (-88.04461 43.06405)
Starbucks,POINT (-75.69759 45.38337)
Starbucks,POINT (-118.53283 34.17041)
Starbucks,POINT (-83.60641 34.12223)
Starbucks,POINT (-122.35869 47.69197)
Starbucks,POINT (-105.22378 39.74948)
Starbucks,POINT (-96.64158 33.17295)
Starbucks,POINT (-85.63446 38.25076)
Starbucks,POINT (-116.49436 33.79234)
Starbucks,POINT (-77.20389 38.90256)
Starbucks,POINT (-73.77069 42.85605)
Starbucks,POINT (-73.56139 45.54472)
Starbucks,POINT (-121.92982 37.49118)
Starbucks,POINT (-122.4304 37.79764)
Starbucks,POINT (-84.39751 39.2271)
Starbucks,POINT (-118.35093 34.06288)
Starbucks,POINT (-90.26202 38.55754)
Starbucks,POINT (-118.33807 46.06701)
Starbucks,POINT (-82.4403 28.18665)
Starbucks,POINT (-87.5856 41.76585)
Starbucks,POINT (-93.71721 32.44243)
Starbucks,POINT (-95.26201 29.66988)
Starbucks,POINT (-118.14473 34.03703)
Starbucks,POINT (-85.72438 38.24001)
Starbucks,POINT (-122.07417 37.69619)
Starbucks,POINT (-73.5014 40.8099)
Starbucks,POINT (-73.72907 41.20715)
Starbucks,POINT (-77.03439 38.90277)
Starbucks,POINT (-81.82037 41.31348)
Starbucks,POINT (-80.70968 35.1251)
Starbucks,POINT (-80.42094 37.23314)
Starbucks,POINT (-123.37513 48.41561)
Starbucks,POINT (-122.33479 47.44252)
Starbucks,POINT (-85.48472 42.95524)
Starbucks,POINT (-122.23033 37.77436)
Starbucks,POINT (-120.58473 46.59906)
Starbucks,POINT (-84.28725 34.04956)
Starbucks,POINT (-82.40039 34.89035)
Starbucks,POINT (-75.64689 45.41315)
Starbucks,POINT (-111.97891 33.60312)
Starbucks,POINT (-121.49817 38.58014)
Starbucks,POINT (-104.90013 39.65447)
Starbucks,POINT (-73.57122 45.49805)
Starbucks,POINT (-95.45916 29.67272)
Starbucks,POINT (-82.71034 34.89288)
Starbucks,POINT (-122.29247 45.40317)
Starbucks,POINT (-117.53139 33.83245)
Starbucks,POINT (-110.95699 32.39941)
Starbucks,POINT (-122.50981 47.18992)
Starbucks,POINT (-111.90572 33.67235)
Starbucks,POINT (-118.49166 34.15772)
Starbucks,POINT (-88.14416 41.78622)
Starbucks,POINT (-87.6288 41.88391)
Starbucks,POINT (-95.26877 32.34594)
Starbucks,POINT (-104.99274 39.69373)
Starbucks,POINT (-115.57017 32.79154)
Starbucks,POINT (-99.13068 19.41838)
Starbucks,POINT (-83.13539 42.69731)
Starbucks,POINT (-122.44386 48.76967)
Starbucks,POINT (-71.86896 45.43365)
Starbucks,POINT (-84.22975 30.54264)
Starbucks,POINT (-97.50265 32.7292)
Starbucks,POINT (-95.96877 41.14233)
Starbucks,POINT (-122.92558 45.55783)
Starbucks,POINT (-122.12508 47.67501)
Starbucks,POINT (-76.31275 38.97621)
Starbucks,POINT (-71.3149 41.48767)
Starbucks,POINT (-122.13728 37.46163)
Starbucks,POINT (-111.80782 33.33418)
Starbucks,POINT (-80.14618 25.95257)
Starbucks,POINT (-117.13633 33.47902)
Starbucks,POINT (-100.29006 25.65041)
Starbucks,POINT (-100.5576 28.68668)
Starbucks,POINT (-81.41774 28.66525)
Starbucks,POINT (-77.29681 38.78698)
Starbucks,POINT (-77.34977 35.56734)
Starbucks,POINT (-80.08547 26.43698)
Starbucks,POINT (-117.55218 34.07344)
Starbucks,POINT (-77.10276 38.92674)
Starbucks,POINT (-81.55029 30.14211)
Starbucks,POINT (-117.55439 34.07294)
Starbucks,POINT (-117.36955 33.88289)
Starbucks,POINT (-119.80787 36.83665)
Starbucks,POINT (-118.57877 34.25681)
Starbucks,POINT (-75.73545 45.36253)
Starbucks,POINT (-96.82447 32.95346)
Starbucks,POINT (-122.31748 47.70913)
Starbucks,POINT (-117.03979 32.77974)
Starbucks,POINT (-77.55211 39.10916)
Starbucks,POINT (-83.00193 39.94953)
Starbucks,POINT (-122.86872 45.47554)
Starbucks,POINT (-117.169 33.68413)
Starbucks,POINT (-121.79689 38.6772)
Starbucks,POINT (-122.41094 37.65527)
Starbucks,POINT (-101.94664 33.5515)
Starbucks,POINT (-112.27323 33.70765)
Starbucks,POINT (-121.42996 38.4737)
Starbucks,POINT (-73.40159 41.41471)
Starbucks,POINT (-81.36317 28.60093)
Starbucks,POINT (-81.43202 40.87516)
Starbucks,POINT (-117.56251 33.85487)
Starbucks,POINT (-89.57746 37.30318)
Starbucks,POINT (-95.51711 30.07552)
Starbucks,POINT (-77.29169 39.10416)
Starbucks,POINT (-117.22701 33.81073)
Starbucks,POINT (-121.53488 45.70896)
Starbucks,POINT (-95.56082 29.78175)
Starbucks,POINT (-96.21359 41.14811)
Starbucks,POINT (-81.40864 41.15678)
Starbucks,POINT (-122.18599 47.36744)
Starbucks,POINT (-86.81643 40.41782)
Starbucks,POINT (-97.11877 32.9453)
Starbucks,POINT (-122.28059 37.78551)
Starbucks,POINT (-75.05965 40.04862)
Starbucks,POINT (-122.84522 45.36984)
Starbucks,POINT (-83.06132 39.8784)
Starbucks,POINT (-117.93116 33.99456)
Starbucks,POINT (-121.19185 38.69934)
Starbucks,POINT (-78.65231 35.72208)
Starbucks,POINT (-117.81901 44.78098)
Starbucks,POINT (-86.66596 36.47021)
Starbucks,POINT (-122.12887 47.67492)
Starbucks,POINT (-85.84136 38.30728)
Starbucks,POINT (-86.26103 39.79933)
Starbucks,POINT (-85.70934 38.33071)
Starbucks,POINT (-122.05606 37.97988)
Starbucks,POINT (-122.22577 47.54163)
Starbucks,POINT (-84.2344 33.9673)
Starbucks,POINT (-73.98888 40.74383)
Starbucks,POINT (-121.99313 37.96456)
Starbucks,POINT (-76.78968 38.96523)
Starbucks,POINT (-122.83431 47.04368)
Starbucks,POINT (-82.50538 28.04048)
Starbucks,POINT (-122.31065 38.32068)
Starbucks,POINT (-79.81047 36.08943)
Starbucks,POINT (-87.68038 41.91751)
Starbucks,POINT (-121.80279 37.25082)
Starbucks,POINT (-75.3612 40.44707)
Starbucks,POINT (-87.98604 43.28675)
Starbucks,POINT (-100.27831 25.683)
Starbucks,POINT (-88.377 43.05105)
Starbucks,POINT (-90.41068 38.55539)
Starbucks,POINT (-83.00592 39.98945)
Starbucks,POINT (-117.83472 33.69763)
Starbucks,POINT (-84.05316 34.34994)
Starbucks,POINT (-112.35746 33.61056)
Starbucks,POINT (-75.66247 40.05123)
Starbucks,POINT (-76.12307 43.15359)
Starbucks,POINT (-120.41616 34.95323)
Starbucks,POINT (-122.08096 47.75625)
Starbucks,POINT (-80.20277 26.71093)
Starbucks,POINT (-119.09252 35.3092)
Starbucks,POINT (-78.95849 35.96658)
Starbucks,POINT (-95.12842 29.54051)
Starbucks,POINT (-121.06065 37.70052)
Starbucks,POINT (-122.06077 37.96773)
Starbucks,POINT (-106.3937 31.80013)
Starbucks,POINT (-111.92298 33.82178)
Starbucks,POINT (-120.48328 46.56697)
Starbucks,POINT (-121.87602 37.66074)
Starbucks,POINT (-97.77462 30.49744)
Starbucks,POINT (-71.35254 42.86209)
Starbucks,POINT (-82.25171 34.85629)
Starbucks,POINT (-73.98692 40.694)
Starbucks,POINT (-87.65476 41.87768)
Starbucks,POINT (-82.15118 28.02554)
Starbucks,POINT (-96.61621 32.95666)
Starbucks,POINT (-74.92501 39.89118)
Starbucks,POINT (-96.56016 32.78355)
Starbucks,POINT (-96.82639 39.06219)
Starbucks,POINT (-85.32182 42.64662)
Starbucks,POINT (-111.83546 40.58007)
Starbucks,POINT (-77.51469 37.63729)
Starbucks,POINT (-80.84077 28.55271)
Starbucks,POINT (-83.99546 39.78422)
Starbucks,POINT (-111.90886 40.98588)
Starbucks,POINT (-84.17057 34.07002)
Starbucks,POINT (-98.40181 29.66701)
Starbucks,POINT (-122.48416 47.16326)
Starbucks,POINT (-80.77368 35.20107)
Starbucks,POINT (-97.7424 30.23371)
Starbucks,POINT (-103.35398 20.67638)
Starbucks,POINT (-80.05735 40.68919)
Starbucks,POINT (-73.95979 40.77352)
Starbucks,POINT (-84.50706 33.72276)
Starbucks,POINT (-118.30867 33.7893)
Starbucks,POINT (-72.80891 41.50887)
Starbucks,POINT (-115.13081 35.93964)
Starbucks,POINT (-122.35079 47.62105)
Starbucks,POINT (-87.87476 42.10956)
Starbucks,POINT (-119.70437 34.41936)
Starbucks,POINT (-88.24399 42.43581)
Starbucks,POINT (-70.28849 43.70283)
Starbucks,POINT (-77.45255 39.05208)
Starbucks,POINT (-111.54291 40.72356)
Starbucks,POINT (-118.50315 34.23458)
Starbucks,POINT (-117.29677 34.1024)
Starbucks,POINT (-122.06041 47.5465)
Starbucks,POINT (-80.7846 35.09652)
Starbucks,POINT (-81.18621 34.08598)
Starbucks,POINT (-117.90815 34.08707)
Starbucks,POINT (-119.11194 35.2959)
Starbucks,POINT (-97.75835 30.37135)
Starbucks,POINT (-77.02559 38.90181)
Starbucks,POINT (-94.60518 39.05715)
Starbucks,POINT (-86.92042 40.42754)
Starbucks,POINT (-104.98853 39.71042)
Starbucks,POINT (-122.7101 38.34926)
Starbucks,POINT (-84.27035 39.09832)
Starbucks,POINT (-122.20494 47.61839)
Starbucks,POINT (-100.51187 31.42754)
Starbucks,POINT (-111.72068 33.37789)
Starbucks,POINT (-112.33974 34.59107)
Starbucks,POINT (-118.02434 33.75831)
Starbucks,POINT (-122.90818 46.99942)
Starbucks,POINT (-122.77866 49.04482)
Starbucks,POINT (-80.79936 35.17703)
Starbucks,POINT (-118.22552 33.98698)
Starbucks,POINT (-71.16863 42.25626)
Starbucks,POINT (-111.85984 33.23371)
Starbucks,POINT (-121.25396 37.78612)
Starbucks,POINT (-117.22326 32.75429)
Starbucks,POINT (-96.55608 39.18052)
Starbucks,POINT (-76.81084 39.24899)
Starbucks,POINT (-93.00975 45.01329)
Starbucks,POINT (-73.90217 45.56216)
Starbucks,POINT (-80.28376 26.13468)
Starbucks,POINT (-73.30148 41.13819)
Starbucks,POINT (-101.8704 33.59037)
Starbucks,POINT (-98.62233 29.39959)
Starbucks,POINT (-122.01228 37.30975)
Starbucks,POINT (-75.3192 39.97261)
Starbucks,POINT (-96.58333 33.76139)
Starbucks,POINT (-111.04441 32.35817)
Starbucks,POINT (-118.28394 34.06379)
Starbucks,POINT (-118.50729 34.44501)
Starbucks,POINT (-122.05609 37.65597)
Starbucks,POINT (-122.32419 47.60957)
Starbucks,POINT (-80.02621 40.33745)
Starbucks,POINT (-117.21576 32.85168)
Starbucks,POINT (-71.40836 41.73352)
Starbucks,POINT (-73.71923 40.66221)
Starbucks,POINT (-77.28718 38.99665)
Starbucks,POINT (-122.17 47.16953)
Starbucks,POINT (-71.31051 42.02813)
Starbucks,POINT (-117.26566 33.06305)
Starbucks,POINT (-122.68204 45.52376)
Starbucks,POINT (-117.91979 33.67204)
Starbucks,POINT (-76.27066 36.91448)
Starbucks,POINT (-119.89255 46.2555)
Starbucks,POINT (-80.97099 35.16182)
Starbucks,POINT (-87.96199 42.10219)
Starbucks,POINT (-80.74402 35.41734)
Starbucks,POINT (-94.81239 39.81438)
Starbucks,POINT (-99.31703 38.89233)
Starbucks,POINT (-118.40097 34.03105)
Starbucks,POINT (-88.99867 42.72227)
Starbucks,POINT (-106.55132 31.83729)
Starbucks,POINT (-121.9126 37.33231)
Starbucks,POINT (-122.33479 45.57903)
Starbucks,POINT (-115.20536 36.15884)
Starbucks,POINT (-117.80419 33.78696)
Starbucks,POINT (-83.44381 42.59389)
Starbucks,POINT (-112.02381 40.50921)
Starbucks,POINT (-73.86916 40.73458)
Starbucks,POINT (-106.26867 31.75955)
Starbucks,POINT (-72.54692 42.35722)
Starbucks,POINT (-81.36383 28.62704)
Starbucks,POINT (-115.27528 36.12957)
Starbucks,POINT (-117.2429 33.59508)
Starbucks,POINT (-99.15222 19.36861)
Starbucks,POINT (-111.92629 33.60964)
Starbucks,POINT (-76.87584 38.668)
Starbucks,POINT (-76.81363 39.19719)
Starbucks,POINT (-106.13054 28.66395)
Starbucks,POINT (-75.73139 40.81547)
Starbucks,POINT (-99.09545 19.37642)
Starbucks,POINT (-115.15427 36.144)
Starbucks,POINT (-117.59812 33.64169)
Starbucks,POINT (-74.47847 40.89293)
Starbucks,POINT (-89.37142 43.25069)
Starbucks,POINT (-73.90012 41.94664)
Starbucks,POINT (-120.85662 37.52521)
Starbucks,POINT (-122.37054 37.60217)
Starbucks,POINT (-74.44573 39.35328)
Starbucks,POINT (-88.13186 43.19259)
Starbucks,POINT (-106.40631 31.68416)
Starbucks,POINT (-121.32637 38.63817)
Starbucks,POINT (-117.83869 33.64961)
Starbucks,POINT (-122.65642 49.10601)
Starbucks,POINT (-122.3759 47.66693)
Starbucks,POINT (-80.09769 40.46778)
Starbucks,POINT (-81.64354 38.35412)
Starbucks,POINT (-73.49507 41.14643)
Starbucks,POINT (-76.84333 40.33376)
Starbucks,POINT (-115.53288 32.76668)
Starbucks,POINT (-110.8242 32.23518)
Starbucks,POINT (-76.63448 39.11831)
Starbucks,POINT (-103.38673 20.69197)
Starbucks,POINT (-115.31418 36.28423)
Starbucks,POINT (-104.97746 40.16269)
Starbucks,POINT (-90.51782 38.62032)
Starbucks,POINT (-80.19656 25.92855)
Starbucks,POINT (-95.48624 30.04017)
Starbucks,POINT (-77.18498 39.18837)
Starbucks,POINT (-87.81281 41.96546)
Starbucks,POINT (-77.20809 39.28653)
Starbucks,POINT (-76.65929 38.71687)
Starbucks,POINT (-76.77884 39.20999)
Starbucks,POINT (-77.46304 37.67523)
Starbucks,POINT (-73.01894 40.76616)
Starbucks,POINT (-76.27632 36.71222)
Starbucks,POINT (-122.69297 45.52382)
Starbucks,POINT (-71.80784 42.282)
Starbucks,POINT (-111.89024 33.28269)
Starbucks,POINT (-99.16288 19.28845)
Starbucks,POINT (-71.7368 42.16072)
Starbucks,POINT (-73.7027 40.78824)
Starbucks,POINT (-82.19842 35.41081)
Starbucks,POINT (-95.41036 29.74049)
Starbucks,POINT (-71.10207 42.8072)
Starbucks,POINT (-98.56292 29.45301)
Starbucks,POINT (-105.01437 39.94437)
Starbucks,POINT (-90.74416 42.51671)
Starbucks,POINT (-121.30842 38.66474)
Starbucks,POINT (-99.14476 19.46811)
Starbucks,POINT (-87.79579 41.54928)
Starbucks,POINT (-107.86765 38.44564)
Starbucks,POINT (-117.85276 33.90957)
Starbucks,POINT (-97.0358 32.90505)
Starbucks,POINT (-117.26195 33.93934)
Starbucks,POINT (-77.32122 38.7996)
Starbucks,POINT (-119.22274 39.60639)
Starbucks,POINT (-95.7453 29.66395)
Starbucks,POINT (-111.78874 33.37871)
Starbucks,POINT (-73.98676 40.74501)
Starbucks,POINT (-88.14325 42.04524)
Starbucks,POINT (-97.26195 34.74102)
Starbucks,POINT (-85.58858 38.21348)
Starbucks,POINT (-99.20666 19.44777)
Starbucks,POINT (-76.85568 39.2801)
Starbucks,POINT (-100.35303 25.68199)
Starbucks,POINT (-96.90767 32.62441)
Starbucks,POINT (-80.48746 35.63778)
Starbucks,POINT (-96.6186 33.08591)
Starbucks,POINT (-86.7487 34.70828)
Starbucks,POINT (-79.40512 36.62186)
Starbucks,POINT (-81.54702 30.32978)
Starbucks,POINT (-111.71461 40.27883)
Starbucks,POINT (-70.89648 42.50809)
Starbucks,POINT (-120.60824 35.12093)
Starbucks,POINT (-97.9822 26.17343)
Starbucks,POINT (-119.00443 34.21599)
Starbucks,POINT (-121.04944 37.7054)
Starbucks,POINT (-78.93507 35.03902)
Starbucks,POINT (-82.9053 42.52605)
Starbucks,POINT (-118.25957 33.83147)
Starbucks,POINT (-94.6077 38.96582)
Starbucks,POINT (-82.06952 34.88781)
Starbucks,POINT (-121.96271 38.36278)
Starbucks,POINT (-79.27596 43.15551)
Starbucks,POINT (-76.68617 37.2486)
Starbucks,POINT (-87.62687 41.88014)
Starbucks,POINT (-147.70051 64.8503)
Starbucks,POINT (-72.49431 41.83077)
Starbucks,POINT (-87.66455 41.68022)
Starbucks,POINT (-97.11658 32.60644)
Starbucks,POINT (-87.63595 34.83928)
Starbucks,POINT (-120.84417 35.3676)
Starbucks,POINT (-76.49221 37.10743)
Starbucks,POINT (-75.56796 39.90577)
Starbucks,POINT (-91.81896 29.9849)
Starbucks,POINT (-71.29659 41.51744)
Starbucks,POINT (-88.19905 41.54947)
Starbucks,POINT (-97.40102 32.66514)
Starbucks,POINT (-117.25034 33.19419)
Starbucks,POINT (-80.8442 35.22825)
Starbucks,POINT (-78.8748 38.42704)
Starbucks,POINT (-99.18417 19.44137)
Starbucks,POINT (-122.30136 47.44286)
Starbucks,POINT (-74.39332 40.7891)
Starbucks,POINT (-77.08283 38.75374)
Starbucks,POINT (-81.68628 30.49049)
Starbucks,POINT (-82.54903 27.35882)
Starbucks,POINT (-98.6658 29.44163)
Starbucks,POINT (-84.49259 34.65559)
Starbucks,POINT (-123.12674 47.22954)
Starbucks,POINT (-85.95082 39.20003)
Starbucks,POINT (-88.22869 43.08302)
Starbucks,POINT (-118.09011 34.06302)
Starbucks,POINT (-118.38588 34.08408)
Starbucks,POINT (-84.51701 39.12803)
Starbucks,POINT (-78.50663 38.0354)
Starbucks,POINT (-83.27483 42.36442)
Starbucks,POINT (-81.80158 41.48471)
Starbucks,POINT (-74.44455 39.35242)
Starbucks,POINT (-82.40187 34.84566)
Starbucks,POINT (-96.87762 33.21853)
Starbucks,POINT (-75.15616 39.95164)
Starbucks,POINT (-81.31679 28.62565)
Starbucks,POINT (-99.08461 19.46506)
Starbucks,POINT (-87.47087 41.52215)
Starbucks,POINT (-80.14221 32.93652)
Starbucks,POINT (-73.82296 40.99074)
Starbucks,POINT (-76.98182 40.19495)
Starbucks,POINT (-84.38509 33.76158)
Starbucks,POINT (-86.93733 35.74152)
Starbucks,POINT (-95.46405 29.73894)
Starbucks,POINT (-122.83078 45.84864)
Starbucks,POINT (-87.22652 30.53171)
Starbucks,POINT (-74.76482 40.62043)
Starbucks,POINT (-104.67875 38.81256)
Starbucks,POINT (-79.93685 36.10418)
Starbucks,POINT (-97.67012 31.07171)
Starbucks,POINT (-113.62485 37.12108)
Starbucks,POINT (-77.15648 38.83609)
Starbucks,POINT (-98.77378 29.42098)
Starbucks,POINT (-74.23304 40.683)
Starbucks,POINT (-118.60542 34.22003)
Starbucks,POINT (-117.17898 33.93563)
Starbucks,POINT (-122.78314 49.04827)
Starbucks,POINT (-80.24866 26.2415)
Starbucks,POINT (-77.15567 40.1975)
Starbucks,POINT (-95.54574 29.82108)
Starbucks,POINT (-117.08496 34.85069)
Starbucks,POINT (-81.80082 26.17074)
Starbucks,POINT (-83.7052 32.47352)
Starbucks,POINT (-77.40203 37.65184)
Starbucks,POINT (-76.99729 38.93259)
Starbucks,POINT (-117.29486 33.18183)
Starbucks,POINT (-77.59136 37.60478)
Starbucks,POINT (-104.99685 39.73871)
Starbucks,POINT (-121.55061 37.00578)
Starbucks,POINT (-112.292 33.63876)
Starbucks,POINT (-88.16087 30.59755)
Starbucks,POINT (-95.55947 30.00231)
Starbucks,POINT (-97.13255 33.62517)
Starbucks,POINT (-86.27214 39.88091)
Starbucks,POINT (-105.10097 40.01654)
Starbucks,POINT (-97.75628 31.07796)
Starbucks,POINT (-75.15721 39.94252)
Starbucks,POINT (-122.27277 47.84746)
Starbucks,POINT (-99.18003 19.34559)
Starbucks,POINT (-84.90229 32.38113)
Starbucks,POINT (-85.49091 32.5833)
Starbucks,POINT (-82.73484 39.90607)
Starbucks,POINT (-74.75304 45.02823)
Starbucks,POINT (-75.21391 40.03212)
Starbucks,POINT (-76.51773 44.24293)
Starbucks,POINT (-87.66299 41.86942)
Starbucks,POINT (-117.92152 33.63688)
Starbucks,POINT (-87.66924 41.95421)
Starbucks,POINT (-118.32709 34.19864)
Starbucks,POINT (-117.56271 33.90096)
Starbucks,POINT (-82.15204 34.17842)
Starbucks,POINT (-97.14685 32.88942)
Starbucks,POINT (-106.50229 31.76806)
Starbucks,POINT (-116.47773 33.84518)
Starbucks,POINT (-81.52431 35.92034)
Starbucks,POINT (-90.37467 38.44469)
Starbucks,POINT (-110.25546 31.55334)
Starbucks,POINT (-121.94975 37.31298)
Starbucks,POINT (-120.56428 46.61973)
Starbucks,POINT (-82.86312 40.05409)
Starbucks,POINT (-111.73501 33.4171)
Starbucks,POINT (-121.85565 36.60789)
Starbucks,POINT (-74.1864 40.42173)
Starbucks,POINT (-118.15212 34.08042)
Starbucks,POINT (-122.1982 47.41607)
Starbucks,POINT (-94.62917 38.95666)
Starbucks,POINT (-122.25889 47.18518)
Starbucks,POINT (-93.59471 41.5547)
Starbucks,POINT (-121.26979 37.96141)
Starbucks,POINT (-75.24089 39.87465)
Starbucks,POINT (-83.29781 35.46928)
Starbucks,POINT (-122.56538 45.57586)
Starbucks,POINT (-122.03056 37.04749)
Starbucks,POINT (-73.90556 40.87755)
Starbucks,POINT (-97.68657 30.50818)
Starbucks,POINT (-82.50553 27.93101)
Starbucks,POINT (-120.64314 35.24915)
Starbucks,POINT (-122.0615 37.97124)
Starbucks,POINT (-78.2005 43.97074)
Starbucks,POINT (-122.55497 38.09118)
Starbucks,POINT (-118.10854 33.79568)
Starbucks,POINT (-122.86513 45.558)
Starbucks,POINT (-85.56042 38.29275)
Starbucks,POINT (-88.67817 42.01401)
Starbucks,POINT (-104.90692 39.56638)
Starbucks,POINT (-95.34891 29.56031)
Starbucks,POINT (-93.73572 38.77279)
Starbucks,POINT (-118.53706 34.25661)
Starbucks,POINT (-81.36463 28.60318)
Starbucks,POINT (-89.60853 44.90153)
Starbucks,POINT (-120.84695 37.76616)
Starbucks,POINT (-73.82954 40.75808)
Starbucks,POINT (-82.69118 28.10012)
Starbucks,POINT (-118.36637 33.9618)
Starbucks,POINT (-116.40755 33.82106)
Starbucks,POINT (-121.4164 38.57448)
Starbucks,POINT (-87.82455 42.17131)
Starbucks,POINT (-121.41652 38.40818)
Starbucks,POINT (-80.2766 25.79196)
Starbucks,POINT (-122.14256 47.6091)
Starbucks,POINT (-73.98432 40.74051)
Starbucks,POINT (-77.61725 38.80964)
Starbucks,POINT (-86.02135 39.66917)
Starbucks,POINT (-118.37857 33.87247)
Starbucks,POINT (-112.27824 33.66846)
Starbucks,POINT (-95.26883 38.5857)
Starbucks,POINT (-95.23406 29.63163)
Starbucks,POINT (-100.35456 25.65918)
Starbucks,POINT (-92.60829 38.16175)
Starbucks,POINT (-116.81565 33.92882)
Starbucks,POINT (-71.14859 42.1391)
Starbucks,POINT (-71.21668 42.76438)
Starbucks,POINT (-75.14681 39.92147)
Starbucks,POINT (-73.28863 40.80639)
